url,headline,date
https: thehill.com policy international 4268739-biden-humanitarian-aid-arrived-in-gaza ,   Biden confirms humanitarian aid has arrived in Gaza  ,2023-10-21
https: thehill.com homenews campaign 4268476-pence-says-he-would-have-had-boots-on-the-ground-in-gaza-if-president ,   Pence says he would have had boots on the ground in Gaza if president  ,2023-10-21
https: thehill.com policy international 4268423-humanitarian-aid-begins-crossing-gaza ,   Humanitarian aid begins crossing into Gaza Strip  ,2023-10-21
https: thehill.com policy international 4269916-un-agency-providing-aid-gaza-expected-run-out-fuel-days ,"   UN agency providing aid to Gaza expected to run out of fuel in 3 or 4 days, official says  ",2023-10-22
https: thehill.com homenews 4269911-us-officials-gazas-political-future-left-to-be-determined ,   US officials say Gaza’s political future ‘left to be defined’  ,2023-10-22
https: thehill.com homenews administration 4269749-biden-pope-francis-discuss-israel-gaza-in-rare-call ,"   Biden, Pope Francis discuss Israel, Gaza in rare call  ",2023-10-22
https: thehill.com homenews sunday-talk-shows 4269674-pence-ground-invasion-gaza-necessary-eliminate-hamas ,   Pence says ground invasion into Gaza is necessary to eliminate Hamas  ,2023-10-22
https: thehill.com homenews senate 4271788-senate-democrat-warns-an-israeli-ground-invasion-would-exacerbate-conditions-in-gaza ,   Senate Democrat warns an Israeli ground invasion would ‘exacerbate’ conditions in Gaza  ,2023-10-23
https: thehill.com policy technology 4271460-google-and-apple-disable-map-functions-in-israel-gaza-strip-as-invasion-looms ,"   Google and Apple disable map functions in Israel, Gaza Strip as invasion looms  ",2023-10-23
https: thehill.com opinion congress-blog 4271322-stop-american-weapons-from-killing-civilians-in-gaza ,   Stop American weapons from killing civilians in Gaza  ,2023-10-23
https: thehill.com policy international 4271115-obama-issues-new-statement-on-israel-and-gaza ,   Obama issues new statement on Israel and Gaza  ,2023-10-23
https: thehill.com homenews administration 4270934-us-sends-military-officers-to-israel-to-advise-on-operations-in-gaza ,   US sends military officers to Israel to advise on operations in Gaza  ,2023-10-23
https: thehill.com business 4270875-oil-prices-ease-amid-diplomatic-push-on-israel-gaza-conflict ,"   Oil prices ease amid diplomatic push on Israel, Gaza conflict  ",2023-10-23
https: thehill.com homenews media 4270525-new-york-times-coverage-gaza-hospital-blast ,   New York Times publishes note on coverage of Gaza hospital blast   ,2023-10-23
https: thehill.com policy international 4270403-gaza-health-ministry-more-than-5000-people-killed-in-war-with-israel ,"   Gaza health ministry: More than 5,000 people killed in war with Israel  ",2023-10-23
https: thehill.com policy international 4270259-israel-strikes-gaza-targets-after-allowing-small-aid-shipment-into-territory ,   Israel strikes Gaza targets after allowing small aid shipment into territory  ,2023-10-23
https: thehill.com policy international 4273785-jordans-queen-says-western-world-complicit-in-gaza-casualties ,   Jordan’s queen says western world ‘complicit’ in Gaza casualties    ,2023-10-24
https: thehill.com policy 4272928-who-calls-for-immediate-humanitarian-cease-fire-in-gaza ,   WHO calls for immediate humanitarian cease-fire in Gaza  ,2023-10-24
https: thehill.com policy international 4272805-704-dead-airstrikes-gaza-israel-hamas ,"   704 dead in Israeli airstrikes on Gaza in past day, Hamas-run health ministry says  ",2023-10-24
https: thehill.com policy international 4272164-idf-offering-palestinians-rewards-information-gaza-hostages ,   IDF offering Palestinians rewards for information on hostages in Gaza  ,2023-10-24
https: thehill.com policy international 4272045-idf-says-it-struck-gaza-refugee-camp ,   IDF says it struck Gaza refugee camp  ,2023-10-24
https: thehill.com policy international 4272018-israel-escalates-bombardment-gaza-targets ,   Israel escalates bombardment of Gaza targets  ,2023-10-24
https: thehill.com homenews administration 4275738-biden-no-confidence-in-palestinian-death-toll-from-gaza-health-ministry ,   Biden: ‘No confidence’ in Palestinian death toll from Gaza Health Ministry  ,2023-10-25
https: thehill.com homenews media 4275559-gaza-al-jazeera-bureau-chief-family-killed ,   Al Jazeera says Gaza bureau chief’s family killed in Israeli air raid  ,2023-10-25
https: thehill.com policy international 4274651-israeli-civilians-evacuation-orders-gaza-04-violate-international-law ,   Israeli orders for civilians to leave northern Gaza 04 violate international law: Amnesty  ,2023-10-25
https: thehill.com policy international 4274176-un-gaza-relief-operations-cut-blockade ,   UN warns that Gaza relief operations could be sharply cut due to blockade  ,2023-10-25
https: thehill.com homenews senate 4273412-war-in-gaza-scrambles-biden-foreign-policy-agenda ,   War in Gaza scrambles Biden foreign policy agenda    ,2023-10-25
https: thehill.com policy international 4276397-un-official-says-nowhere-is-safe-in-gaza ,   UN official says ‘nowhere is safe in Gaza’  ,2023-10-26
https: thehill.com policy international 4276345-israeli-troops-carry-out-brief-raid-into-gaza ,   Israeli troops carry out brief raid into Gaza  ,2023-10-26
https: thehill.com opinion international 4275520-gazas-stubborn-facts-must-be-confronted ,   Gaza’s stubborn facts must be confronted  ,2023-10-26
https: thehill.com homenews senate 4280531-tuberville-claims-ukraine-gaza-wars-created-by-democrats ,"   Tuberville claims wars in Ukraine, Gaza were ‘created’ by Democrats  ",2023-10-27
https: thehill.com media 4280413-israels-military-to-news-outlets-we-cant-guarantee-safety-of-journalists-in-gaza ,   Israel’s military to news outlets: We can’t guarantee safety of journalists in Gaza  ,2023-10-27
https: thehill.com policy international 4279689-israeli-military-says-ground-forces-expanding-activity-in-gaza ,   Israeli military says ground forces ‘expanding’ activity in Gaza  ,2023-10-27
https: thehill.com opinion international 4277453-everyones-a-security-expert-until-the-conflicts-outside-of-gaza ,   Everyone’s a security expert — until the conflict’s outside of Gaza  ,2023-10-27
https: thehill.com opinion national-security 4277125-surging-extremism-in-the-wake-of-the-gaza-war-is-no-coincidence ,   Surging extremism in the wake of the Gaza War is no coincidence  ,2023-10-27
https: thehill.com policy international 4279064-israel-targets-gaza-city-outskirts-in-second-ground-raid ,   Israel targets Gaza City outskirts in second ground raid  ,2023-10-27
https: thehill.com homenews sunday-talk-shows 4281293-sunday-shows-previe-israel-escalates-ground-war-gaza ,   Sunday shows preview: All eyes on Middle East as Israel escalates ground war in Gaza  ,2023-10-28
https: thehill.com policy international 4281077-israel-intensifies-ground-war-gaza ,   Israel steps up ground war in Gaza — UN surprised; US calls for protecting civilians  ,2023-10-28
https: thehill.com policy international 4281103-un-food-program-lost-contact-aid-teams-gaza ,   UN food program chief says they lost contact with aid teams in Gaza  ,2023-10-28
https: thehill.com policy defense 4281016-musk-starlink-aid-organizations-gaza-access-internet ,   Musk offers aid organizations in Gaza access to Starlink  ,2023-10-28
https: thehill.com homenews administration 4282805-harris-us-has-absolutely-no-intention-of-sending-troops-to-israel-or-gaza ,   Harris: US has ‘absolutely no intention’ of sending troops to Israel or Gaza  ,2023-10-29
https: thehill.com opinion national-security 4282027-israel-is-beginning-to-cross-the-rubicon-in-the-gaza-strip ,   Israel is beginning to cross the Rubicon in the Gaza Strip  ,2023-10-29
https: thehill.com homenews 4282024-us-end-game-in-gaza-ultimately-up-to-israel ,   US: End game in Gaza ‘ultimately’ up to Israel  ,2023-10-29
https: thehill.com policy international 4281905-us-blames-hamas-for-not-letting-american-citizens-out-of-gaza ,   US blames Hamas for not letting American citizens out of Gaza  ,2023-10-29
https: thehill.com policy international 4283591-un-agency-sees-worrying-sign-civil-order-is-starting-to-break-down-in-gaza ,   UN agency sees ‘worrying’ sign ‘civil order is starting to break down’ in Gaza  ,2023-10-30
https: thehill.com opinion international 4282698-however-the-war-in-gaza-ends-israel-has-already-lost ,"   However the war in Gaza ends, Israel has already lost  ",2023-10-30
https: thehill.com newsletters defense-national-security 4286414-israel-airstrike-hits-gaza-refugee-camp ,   Israel airstrike hits Gaza refugee camp  ,2023-10-31
https: thehill.com policy international 4285712-israel-airstrike-gaza-refugee-camp ,   Israel confirms airstrike hit Gaza refugee camp  ,2023-10-31
https: thehill.com policy 4285660-carter-center-calls-for-gaza-cease-fire-return-of-hostages ,"   Carter Center calls for Gaza cease-fire, return of hostages  ",2023-10-31
https: thehill.com policy international 4285289-services-at-main-cancer-center-in-gaza-severely-reduced-who ,   Services at main cancer center in Gaza ‘severely reduced’: WHO  ,2023-10-31
https: thehill.com opinion international 4283954-out-of-the-frying-pan-and-into-the-fire-ukranian-nationals-trapped-in-gaza-need-help ,   Out of the frying pan and into the fire: Ukrainian nationals trapped in Gaza need help   ,2023-10-31
https: thehill.com opinion national-security 4283453-into-the-labyrinth-heres-why-its-so-difficult-to-invade-gaza ,   Into the labyrinth: Here’s why it’s so difficult to invade Gaza  ,2023-10-31
https: thehill.com policy international 4288820-israeli-ambassador-humanitarian-aid-gaza ,   Israeli ambassador on U.S. calls for humanitarian aid to Gaza: ‘We don’t need urging’  ,2023-11-01
https: thehill.com newsletters defense-national-security 4288649-wounded-palestinians-others-leave-gaza ,"   Wounded Palestinians, others allowed to leave Gaza  ",2023-11-01
https: thehill.com homenews senate 4288034-sanders-warren-write-biden-serious-concern-israels-invasion-gaza ,"   Sanders, Warren write to Biden with ‘serious concern’ about Israel’s invasion of Gaza  ",2023-11-01
https: thehill.com homenews administration 4287675-americans-among-those-departing-gaza-white-house-confirms ,"   Americans among those departing Gaza, White House confirms  ",2023-11-01
https: thehill.com opinion international 4286402-counting-the-deaths-in-gaza ,   Counting the deaths in Gaza  ,2023-11-01
https: thehill.com policy international 4286981-key-us-ally-in-middle-east-pulls-ambassador-from-israel-in-protest-of-gaza-war ,   Key US ally in Middle East pulls ambassador from Israel in protest of Gaza war  ,2023-11-01
https: thehill.com policy international 4286869-foreigners-wounded-cross-into-egypt-from-gaza ,"   Foreigners, wounded preparing to cross into Egypt from Gaza  ",2023-11-01
https: thehill.com policy international 4286120-srael-gaza-ground-invasion-what-to-know ,   What to know as Israel begins Gaza ground invasion   ,2023-11-01
https: thehill.com policy defense 4291280-israeli-military-enters-gaza-city-to-fight-main-hamas-forces ,   Israeli military enters Gaza City to fight main Hamas forces  ,2023-11-02
https: thehill.com policy international 4290590-gaza-humanitarian-pause-explained ,   What a humanitarian pause would mean for Gaza  ,2023-11-02
https: thehill.com opinion international 4290135-how-israel-can-win-the-other-gaza-battlefield-public-opinion ,   How Israel can win the other Gaza battlefield: public opinion   ,2023-11-02
https: thehill.com policy international 4289748-saudi-arabia-17m-gaza-aid-israel ,   Saudi Arabia collects $17M in Gaza aid in matter of hours: report  ,2023-11-02
https: thehill.com opinion international 4287995-russia-benefits-from-war-in-gaza-was-that-the-plan-all-along ,   Russia benefits from war in Gaza. Was that the plan all along?  ,2023-11-02
https: thehill.com policy international 4289275-civilians-cross-egypt-gaza-400-americans ,"   More civilians permitted to cross into Egypt from Gaza, including 400 Americans  ",2023-11-02
https: thehill.com homenews house 4293191-tlaib-asserts-biden-is-supporting-genocide-in-gaza ,   Tlaib asserts Biden is ‘supporting genocide’ in Gaza  ,2023-11-03
https: thehill.com policy defense 4292802-former-nato-chief-backs-pause-in-gaza-war ,"   Former NATO chief backs pause in Gaza war, but not cease-fire  ",2023-11-03
https: thehill.com policy defense 4292498-us-unarmed-drones-gaza-search-hostages-israel ,   US flying unarmed drones over Gaza in search for hostages  ,2023-11-03
https: thehill.com newsletters evening-report 4292714-blinken-we-need-to-do-more-for-civilians-in-gaza ,   Blinken: ‘We need to do more’ for civilians in Gaza  ,2023-11-03
https: thehill.com homenews senate 4292172-protesters-occupy-sanders-office-gaza-cease-fire ,"   Protesters occupy Sanders’s office, press for Gaza cease-fire  ",2023-11-03
https: thehill.com homenews 4291933-hezbollah-leader-threatens-escalate-israel-hamas-war ,   Hezbollah leader threatens to escalate Israel-Hamas war to protect Gaza  ,2023-11-03
https: thehill.com opinion international 4290629-the-ground-rules-in-gaza ,   The ground rules in Gaza  ,2023-11-03
https: thehill.com homenews senate 4291661-13-democratic-senators-call-for-short-term-cessation-of-hostilities-in-gaza ,   14 Democratic senators call for short-term ‘cessation of hostilities’ in Gaza  ,2023-11-03
https: thehill.com homenews sunday-talk-shows 4293616-sunday-shows-preview-house-expedite-israel-aid-amid-ongoing-war-in-gaza ,   Sunday shows preview: House attempts to expedite Israel aid amid ongoing war in Gaza  ,2023-11-04
https: thehill.com policy international 4293487-un-chief-condemns-attack-ambulance-convoy-gaza ,   UN chief condemns attack on ambulance convoy in Gaza: ‘This must stop’  ,2023-11-04
https: thehill.com policy international 4293410-un-describes-gaza-scene-death-destruction-amid-food-water-challenges ,"   UN describes Gaza as ‘scene of death and destruction’ amid food, water challenges  ",2023-11-04
https: thehill.com policy international 4293401-no-reports-of-hamas-blocking-seizing-humanitarian-aid-gaza ,"   No reports of Hamas blocking, seizing humanitarian aid to Gaza: US special envoy  ",2023-11-04
https: thehill.com policy international 4294864-gaza-loses-telecom-contact-again ,   Gaza loses telecom contact again   ,2023-11-05
https: thehill.com policy international 4294825-israels-military-says-it-has-surrounded-gaza-city ,   Israeli military says it has surrounded Gaza City  ,2023-11-05
https: thehill.com policy international 4294715-netanyahu-suspends-minister-who-suggested-dropping-nuclear-bomb-on-gaza ,   Netanyahu suspends minister who suggested dropping nuclear bomb on Gaza  ,2023-11-05
https: thehill.com policy international 4294365-us-official-says-over-300-americans-have-been-able-to-leave-gaza ,   US official says more than 300 Americans have been able to leave Gaza  ,2023-11-05
https: thehill.com policy international 4294326-israeli-ambassador-says-military-cant-distinguish-between-civilians-terrorists-in-gaza-death-toll ,"   Israeli ambassador says military can’t distinguish between civilians, terrorists in Gaza death toll  ",2023-11-05
https: thehill.com policy international 4294292-israeli-ambassador-insists-theres-no-humanitarian-crisis-in-gaza ,   Israeli ambassador insists there’s no ‘humanitarian crisis’ in Gaza  ,2023-11-05
https: thehill.com opinion international 4292096-israel-is-more-committed-to-protecting-civilians-in-gaza-than-hamas-is ,   Israel is more committed to protecting civilians in Gaza than Hamas is   ,2023-11-05
https: thehill.com homenews administration 4296032-biden-netanyahu-tactical-pauses-gaza ,   Biden discusses ‘tactical pauses’ in Gaza with Netanyahu  ,2023-11-06
https: thehill.com opinion international 4295584-gaza-and-ukraine-are-part-of-putins-world-war ,   Gaza and Ukraine are part of Putin’s world war  ,2023-11-06
https: thehill.com homenews senate 4295139-protesters-disrupt-booker-speech-calling-for-gaza-cease-fire ,"   Protesters disrupt Booker speech, call for Gaza cease-fire  ",2023-11-06
https: thehill.com policy international 4295066-israeli-troops-cut-off-northern-gaza ,   Israeli troops cut off northern Gaza  ,2023-11-06
https: thehill.com homenews administration 4298891-white-house-cautions-israel-gaza ,   White House cautions Israel against reoccupying Gaza  ,2023-11-07
https: thehill.com homenews administration 4298034-white-house-wont-validate-gaza-health-ministrys-10000-death-toll ,"   White House won’t validate Gaza Health Ministry’s 10,000 death toll   ",2023-11-07
https: thehill.com policy international 4297919-petraeus-post-war-israeli-gaza-occupation-likely-inescapable ,   Petraeus says post-war Israeli occupation of Gaza likely ‘inescapable’   ,2023-11-07
https: thehill.com policy international 4297519-un-agency-40-percent-hospitals-gaza-not-functioning ,   UN agency: 40 percent of Gaza hospitals not functioning  ,2023-11-07
https: thehill.com policy international 4297193-netanyahu-israel-overall-security-responsibility-gaza-war ,   Netanyahu: Israel will take ‘overall security responsibility’ in Gaza after war  ,2023-11-07
https: thehill.com policy international 4300117-26-senate-democrats-raise-alarm-to-biden-on-civilian-casualties-in-gaza ,   26 Senate Democrats raise alarm to Biden on civilian casualties in Gaza  ,2023-11-08
https: thehill.com policy international 4299912-red-cross-deeply-troubled-after-humanitarian-convoy-came-under-fire-in-gaza-city ,   Red Cross ‘deeply troubled’ after humanitarian convoy came under fire in Gaza City  ,2023-11-08
https: thehill.com policy international 4299600-g7-humanitarian-pauses-israel-gaza-aid ,   G7 nations call for ‘humanitarian pauses’ to speed aid to Gaza  ,2023-11-08
https: thehill.com policy international 4299743-more-palestinians-fleeing-south-with-food-water-running-out-in-north-gaza-un-agency ,"   More Palestinians fleeing south with food, water running out in north Gaza: UN agency  ",2023-11-08
https: thehill.com opinion 4299596-mellman-to-protect-gaza-civilians-hamas-should-surrender ,   Mellman: To protect Gaza civilians Hamas should surrender   ,2023-11-08
https: thehill.com homenews administration 4299448-blinken-israel-hamas-gaza-occupation ,   Blinken: It’s ‘clear that Israel cannot occupy Gaza’  ,2023-11-08
https: thehill.com policy defense 4298656-israel-daunting-fight-surrounds-gaza-hamas ,   Israel faces a daunting fight in Gaza City  ,2023-11-08
https: thehill.com policy international 4303437-netanyahu-says-israel-doesnt-seek-to-occupy-gaza ,   Netanyahu says Israel doesn’t ‘seek to occupy’ Gaza  ,2023-11-09
https: thehill.com policy international 4302118-hundreds-of-former-biden-campaign-staffers-call-for-gaza-cease-fire ,   Hundreds of former Biden campaign staffers call for Gaza cease-fire  ,2023-11-09
https: thehill.com policy international 4302015-israel-four-hour-pause-gaza-hamas ,   Israel agrees to four-hour pauses in Gaza military operations  ,2023-11-09
https: thehill.com policy international 4301761-who-warns-of-disease-spread-in-gaza ,   WHO warns of disease spread in Gaza  ,2023-11-09
https: thehill.com policy international 4301551-gaza-deaths-likely-higher-than-cited-us-official ,   Death toll in Gaza likely ‘higher than is being reported’: US official  ,2023-11-09
https: thehill.com policy international 4304966-us-israel-diverge-over-post-war-gaza-occupation ,   US and Israel diverge over post-war Gaza occupation   ,2023-11-10
https: thehill.com policy international 4304882-emanuel-macron-urges-israel-to-stop-bombing-gaza ,   France’s Macron urges Israel to ‘stop this bombing’ in Gaza  ,2023-11-10
https: thehill.com homenews administration 4303928-blinken-israel-gaza-civilians ,   Blinken says ‘much more’ needs to be done to protect civilians in Gaza  ,2023-11-10
https: thehill.com opinion international 4302089-as-gaza-burns-other-countries-are-quietly-illegally-dumping-refugees ,"   As Gaza burns, other countries are quietly, illegally dumping refugees  ",2023-11-10
https: thehill.com policy defense 4305628-netanyahu-israel-opposes-palestinian-authority-gaza ,   Netanyahu says Israel opposes Palestinian Authority in Gaza after war  ,2023-11-11
https: thehill.com policy international 4305416-israeli-military-fired-on-people-al-shifa-hospital-gaza-d10ors-without-borders-claims ,"   Israeli military fired on people at Al-Shifa Hospital in Gaza, D10ors Without Borders claims  ",2023-11-11
https: thehill.com policy international 4305328-nearly-half-of-gaza-home-have-been-destroyed-damaged-by-israel-hamas-conflict-un ,"   Nearly half of Gaza home have been destroyed, damaged by Israel-Hamas conflict: UN  ",2023-11-11
https: thehill.com homenews administration 4306390-biden-qatari-leader-talk-hostages-humanitarian-aid-to-civilians-in-gaza ,"   Biden, Qatari leader talk hostages, humanitarian aid to civilians in Gaza  ",2023-11-12
https: thehill.com homenews senate 4306034-03k-warner-israel-gaza-attacks-more-targeted ,   Sen. Warner says Israeli attacks in Gaza are ‘getting more targeted’  ,2023-11-12
https: thehill.com policy international 4306002-jake-sullivan-future-israel-gaza ,   Sullivan: ‘No reoccupation of Gaza’ in future  ,2023-11-12
https: thehill.com policy international 4305982-israel-gaza-herzog-defends-strikes-targted ,   Herzog defends Israeli counteroffensive in Gaza: ‘We are very targeted in what we do’  ,2023-11-12
https: thehill.com policy international 4305907-idf-says-it-will-aid-in-evacuation-for-babies-at-gaza-hospital ,   IDF says it will aid in evacuation for babies at Gaza hospital  ,2023-11-12
https: thehill.com homenews senate 4307920-sen-coons-badgered-about-gaza-strikes-and-cease-fire-on-amtrak-ride ,   Sen. Coons badgered about Gaza strikes and cease-fire on Amtrak ride  ,2023-11-13
https: thehill.com homenews administration 4307540-biden-hospitals-must-be-protected-in-gaza-as-israeli-forces-close-in ,   Biden: Hospitals ‘must be protected’ in Gaza as Israeli forces close in  ,2023-11-13
https: thehill.com opinion international 4306053-the-war-of-words-over-gaza-makes-the-entire-world-less-safe ,   The war of words over Gaza makes the entire world less safe  ,2023-11-13
https: thehill.com opinion international 4305543-iran-is-the-main-beneficiary-of-the-gaza-crisis-but-israel-can-turn-the-tables ,"   Iran is the main beneficiary of the Gaza crisis, but Israel can turn the tables  ",2023-11-13
https: thehill.com policy defense 4310072-clashes-at-gaza-hospitals-raise-stakes-for-israel ,   Clashes at Gaza hospitals raise stakes for Israel  ,2023-11-14
https: thehill.com policy defense 4309367-pentagon-intelligence-hamas-gaza-hospitals ,   Pentagon says intelligence indicates Hamas militants operate out of Gaza hospitals  ,2023-11-14
https: thehill.com policy international 4297914-israeli-lawmakers-urge-world-leaders-to-accept-gaza-refugees ,   Israeli lawmakers urge world leaders to accept Gaza refugees amid war  ,2023-11-14
https: thehill.com opinion international 4306708-a-plan-for-how-the-war-in-gaza-can-end ,   A plan for how to end the war in Gaza  ,2023-11-14
https: thehill.com policy international 4308707-israel-airstrikes-gaza-hamas ,   Israel defends airstrikes in Gaza: ‘We are not fighting for our image’  ,2023-11-14
https: thehill.com policy international 4308503-gaza-hospital-is-nearly-a-cemetery-amid-israel-hamas-strikes ,   Gaza hospital is ‘nearly a cemetery’ amid Israel-Hamas strikes: World Health Organization  ,2023-11-14
https: thehill.com policy technology 4307755-x-failed-to-remove-hate-related-to-israel-gaza-conflict-report ,   X failed to remove hate related to Israel-Gaza conflict: report   ,2023-11-14
https: thehill.com policy defense 4311762-un-resolution-humanitarian-pause-hostages-gaza-israel ,"   UN Security Council passes resolution calling for humanitarian pauses, release of hostages in Gaza  ",2023-11-15
https: thehill.com opinion international 4311335-hamas-is-murdering-palestinian-babies-in-gaza-hospitals ,   Hamas is murdering Palestinian babies in Gaza hospitals  ,2023-11-15
https: thehill.com policy international 4310688-who-chief-extremely-worried-after-losing-contact-with-gaza-hospital ,   WHO chief ‘extremely worried’ after losing contact with Gaza hospital  ,2023-11-15
https: thehill.com policy defense 4310635-us-support-for-israel-is-12lining-survey ,   US support for Israel is 12lining amid ongoing war in Gaza: Survey  ,2023-11-15
https: thehill.com opinion international 4309658-israel-is-fighting-without-a-plan-for-gazas-future ,   Israel is fighting without a plan for Gaza’s future  ,2023-11-15
https: thehill.com homenews campaign 4313424-cornel-west-sanders-gaza-cease-fire ,   Cornel West hits Sanders for not calling for cease-fire in Gaza: ‘Pretty pathetic’  ,2023-11-16
https: thehill.com policy international 4313430-gaza-telecommunications-firms-announce-complete-blackout-amid-fuel-scarcity ,   Gaza telecommunications firms announce complete blackout amid fuel scarcity  ,2023-11-16
https: thehill.com opinion international 4313235-resettlement-from-gaza-must-be-an-option ,   Resettlement from Gaza must be an option  ,2023-11-16
https: thehill.com opinion international 4312039-in-israel-and-gaza-i-choose-the-side-of-humanity ,"   In Israel and Gaza, I choose the side of humanity  ",2023-11-16
https: thehill.com policy international 4312587-israel-orders-evacuations-in-southern-gaza ,"   Israel orders evacuations in southern Gaza, adding to concerns war could spread  ",2023-11-16
https: thehill.com policy defense 4314809-israel-to-allow-some-fuel-into-gaza-bending-to-us-pressure ,"   Israel to allow some fuel into Gaza, bending to US pressure  ",2023-11-17
https: thehill.com homenews sunday-talk-shows 4316726-sunday-shows-preview-israel-hamas-war-grows ,   Sunday shows preview: Israel-Hamas war grows in Gaza; 2024 GOP race narrows  ,2023-11-18
https: thehill.com policy international 4316443-un-says-israels-limited-aid-gaza-not-enough ,"   UN says Israel’s limited aid is not enough to provide power, water to Gaza  ",2023-11-18
https: thehill.com policy international 4318106-31-premature-babies-are-evacuated-from-gazas-besieged-hospital ,   31 premature babies evacuated from Gaza’s besieged hospital  ,2023-11-19
https: thehill.com homenews administration 4317657-us-tightrope-hostage-deal-israel-southern-gaza ,"   US walks tightrope as hostage deal nears, Israel eyes southern Gaza   ",2023-11-19
https: thehill.com homenews senate 4317479-senate-democrat-calls-on-biden-to-speak-out-more-clearly-on-civilian-casualties-in-gaza ,   Van Hollen calls on Biden to ‘speak out more clearly’ on civilian casualties in Gaza  ,2023-11-19
https: thehill.com homenews senate 4317373-blumenthal-calls-on-israel-us-to-release-more-intelligence-on-gazas-al-shifa-hospital ,"   Blumenthal calls on Israel, US to release more intelligence on Gaza’s al-Shifa Hospital  ",2023-11-19
https: thehill.com policy international 4317294-us-official-says-theres-real-concern-over-a-potential-israeli-operation-in-southern-gaza ,   US official says there’s ‘real concern’ over a potential Israeli operation in southern Gaza  ,2023-11-19
https: thehill.com policy international 4317260-un-team-finds-death-zone-in-gazas-al-shifa-hospital ,   UN team finds ‘death zone’ in Gaza’s al-Shifa Hospital  ,2023-11-19
https: thehill.com policy international 4319939-acclaimed-poet-arrested-in-gaza-reports ,   Acclaimed poet arrested in Gaza: reports  ,2023-11-20
https: thehill.com homenews senate 4319717-democratic-senators-call-for-israel-to-open-its-border-for-humanitarian-crossing-into-gaza ,   Democratic senators call for Israel to open its border for humanitarian crossing into Gaza  ,2023-11-20
https: thehill.com opinion white-house 4318716-the-gaza-war-can-end-today-if-president-biden-takes-action ,   The Gaza War can end today if President Biden takes action  ,2023-11-20
https: thehill.com policy international 4318345-heavy-fighting-reported-around-another-gaza-hospital ,   Heavy fighting reported around another Gaza hospital  ,2023-11-20
https: thehill.com homenews state-watch 4322176-staffers-urge-chicago-04or-johnson-to-call-for-cease-fire-in-gaza ,   Staffers urge Chicago 04or Johnson to call for cease-fire in Gaza  ,2023-11-21
https: thehill.com opinion international 4318980-israel-04-be-winning-the-war-in-gaza-but-its-losing-the-image-battle ,"   Israel 04 be winning the war in Gaza, but it’s losing the image battle  ",2023-11-21
https: thehill.com policy international 4320590-unicef-chief-03ks-horrifying-milestone-in-gaza-death-toll ,   UNICEF chief 03ks ‘horrifying milestone’ in Gaza death toll  ,2023-11-21
https: thehill.com homenews senate 4320399-second-senator-calls-for-cease-fire-in-gaza ,   Second senator calls for cease-fire in Gaza  ,2023-11-21
https: thehill.com policy international 4324375-idf-claim-tunnels-prove-command-room-gaza-hospital ,   IDF claims tunnels prove command room under Gaza hospital  ,2023-11-22
https: thehill.com homenews senate 4323512-sanders-gaza-significant-extended-humanitarian-pause ,"   Sanders calls for ‘significant, extended’ humanitarian pause in Gaza  ",2023-11-22
https: thehill.com opinion international 4321330-if-egypt-supports-gazans-it-should-offer-them-temporary-housing ,"   If Egypt supports Gazans, it should offer them temporary housing  ",2023-11-22
https: thehill.com policy defense 4324589-gaza-cease-fire-israel-hamas-hostage-exchange ,   Temporary Gaza cease-fire not expected before Friday after apparent last-minute snag  ,2023-11-23
https: thehill.com video-clips 4326049-biden-delivers-re03ks-on-the-release-of-hostages-from-gaza-watch-live ,   Biden delivers re03ks on the release of hostages from Gaza: Watch live  ,2023-11-24
https: thehill.com policy defense 4325668-thailand-prime-minister-says-12-thai-hostages-released-from-gaza ,   Thailand prime minister says 12 Thai hostages released from Gaza  ,2023-11-24
https: thehill.com policy international 4327402-israel-and-hamas-complete-2nd-day-of-swaps-after-tense-delay-as-gaza-cease-fire-holds ,"   Israel and Hamas complete 2nd day of swaps after tense delay, as Gaza cease-fire holds  ",2023-11-25
https: thehill.com homenews sunday-talk-shows 4328169-cindy-mccain-says-gaza-on-the-brink-of-famine ,   Cindy McCain says Gaza ‘on the brink of famine’  ,2023-11-26
https: thehill.com homenews sunday-talk-shows 4327944-un-official-says-attacks-in-gaza-show-disregard-of-international-humanitarian-law ,   UN official says attacks in Gaza show ‘disregard of international humanitarian law’  ,2023-11-26
https: thehill.com policy international 4327664-17-more-hostages-released-from-gaza-israeli-military-says ,"   17 more hostages released from Gaza, Israeli military says  ",2023-11-26
https: thehill.com blogs blog-briefing-room news 4327655-murphy-sides-with-sanders-over-unacceptable-civilian-death-toll-in-gaza ,   Murphy sides with Sanders over ‘unacceptable’ civilian death toll in Gaza  ,2023-11-26
https: thehill.com policy international 4327599-us-expects-4-year-old-israeli-american-hostage-in-gaza-will-be-released ,   US expects 4-year-old Israeli American hostage in Gaza will be released  ,2023-11-26
https: thehill.com homenews administration 4327590-10-american-hostages-remain-in-gaza-us-says ,"   10 American hostages remain in Gaza, US says  ",2023-11-26
https: thehill.com newsletters defense-national-security 4329839-hostages-leave-gaza-israel-hamas-extend-truce ,"   More hostages leave Gaza as Israel, Hamas agree to extend truce  ",2023-11-27
https: thehill.com policy defense 4328994-israeli-11-hostages-leaving-gaza ,   Israeli military says 11 hostages leaving Gaza  ,2023-11-27
